call_id,tool_name,display_name,family,purpose,permission_class,house_placement,exposure_tier,version,endpoint_protocol,billing_class,trust_tier,latency_ms,cost_weight,success_contract,failure_contract,sdk_dependencies,laws_enforced,status
TOOL-270,CODE-GENERATION-FORGE,Code Generation,Forge,Generate boilerplate and scaffolding code from high-level specifications and templates,organism.engineering.write,Build Ring,PUBLIC_METERED,1.0.0,intelligence-wire/code-generation-forge,metered,standard,100,2,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/organism-runtime-sdk / @medina/engineering-sdk,AL-005 / AL-035,active
TOOL-271,MERGE-CONFLICT-RESOLUTION-FORGE,Merge Conflict Resolution,Forge,Automatically resolve merge conflicts using semantic understanding of code changes,organism.engineering.write,Build Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sovereign-inference,metered,standard,70,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/ai-model-engines / @medina/sovereign-inference-core,AL-005 / AL-019,active
TOOL-272,DOCUMENTATION-SYNC-FORGE,Documentation Sync,Forge,Synchronize documentation with source code changes ensuring accuracy and completeness,organism.engineering.write,Interface Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sovereign-inference,metered,basic,60,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/ai-model-engines / @medina/sovereign-inference-core,AL-005 / AL-040,active
TOOL-273,ERROR-RECOVERY-FORGE,Error Recovery,Forge,Analyze runtime errors and suggest automated recovery strategies with root cause identification,organism.engineering.read,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/error-recovery-forge,sovereign,critical,50,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/organism-runtime-sdk / @medina/engineering-sdk,AL-005 / AL-006,active
TOOL-274,TEST-MUTATION-FORGE,Test Mutation,Forge,Apply mutation testing to evaluate test suite effectiveness and identify weak test coverage,organism.engineering.read,Proof Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sovereign-inference,metered,standard,160,2,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/ai-model-engines / @medina/sovereign-inference-core,AL-005 / AL-019,active
TOOL-275,CODE-COVERAGE-FORGE,Code Coverage,Forge,Measure and report code coverage metrics with gap analysis and trend tracking,organism.engineering.read,Proof Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sovereign-inference,metered,standard,90,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/ai-model-engines / @medina/sovereign-inference-core,AL-005 / AL-019,active
TOOL-276,ARCHITECTURE-FITNESS-FORGE,Architecture Fitness,Forge,Evaluate architecture fitness functions to ensure structural integrity and design compliance,organism.engineering.read,Geometry Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/architecture-fitness-forge,sovereign,critical,110,2,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/organism-runtime-sdk / @medina/engineering-sdk,AL-005 / AL-035,active
TOOL-277,TECHNICAL-DEBT-FORGE,Technical Debt,Forge,Quantify and prioritize technical debt items with impact scoring and remediation planning,organism.engineering.read,Counsel Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sovereign-inference,metered,standard,100,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/ai-model-engines / @medina/sovereign-inference-core,AL-005 / AL-040,active
TOOL-278,RELEASE-GATING-FORGE,Release Gating,Forge,Enforce release quality gates with automated go/no-go decision evaluation,organism.engineering.read,Build Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/release-gating-forge,sovereign,critical,40,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/organism-runtime-sdk / @medina/engineering-sdk,AL-005 / AL-040 / AL-058,active
TOOL-279,INCIDENT-POSTMORTEM-FORGE,Incident Postmortem,Forge,Generate structured incident postmortem reports with timeline reconstruction and action items,organism.engineering.read,Counsel Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sovereign-inference,metered,standard,80,1,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/ai-model-engines / @medina/sovereign-inference-core,AL-005 / AL-040,active
TOOL-280,DEVSECOPS-PIPELINE-FORGE,DevSecOps Pipeline,Forge,Orchestrate integrated DevSecOps pipeline stages with security checks at every phase,organism.engineering.write,Build Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/devsecops-pipeline-forge,sovereign,critical,200,3,Returns analysis result with findings summary and actionable recommendations,Returns error if source artifacts are unavailable or analysis engine encounters an unrecoverable fault,@medina/organism-runtime-sdk / @medina/engineering-sdk,AL-005 / AL-010 / AL-058,active
TOOL-281,SPIKING-NEURAL-RELAY-NEURON,Spiking Neural Relay,Neuron,Route signals through spiking neural network pathways with temporal coding fidelity,organism.compute.write,Transport Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/spiking-neural-relay-neuron,sovereign,critical,30,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-282,DENDRITIC-COMPUTATION-NEURON,Dendritic Computation,Neuron,Perform local dendritic computations for nonlinear feature integration at the synapse level,organism.compute.write,Geometry Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/dendritic-computation-neuron,sovereign,critical,40,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-283,GLIAL-SUPPORT-NEURON,Glial Support,Neuron,Provide metabolic support and signal modulation through glial network simulation,organism.compute.read,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/glial-support-neuron,sovereign,standard,50,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-006 / AL-019,active
TOOL-284,NEUROMODULATORY-BROADCAST-NEURON,Neuromodulatory Broadcast,Neuron,Broadcast neuromodulatory signals to adjust global network excitability and learning rates,organism.compute.write,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/neuromodulatory-broadcast-neuron,sovereign,critical,20,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-285,CORTICAL-COLUMN-MAPPING-NEURON,Cortical Column Mapping,Neuron,Map and simulate cortical column hierarchies for structured pattern recognition,organism.compute.read,Geometry Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/cortical-column-mapping-neuron,sovereign,standard,80,2,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-286,CEREBELLAR-TIMING-NEURON,Cerebellar Timing,Neuron,Provide precise temporal coordination using cerebellar timing circuit emulation,organism.compute.write,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/cerebellar-timing-neuron,sovereign,critical,25,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-287,HIPPOCAMPAL-REPLAY-NEURON,Hippocampal Replay,Neuron,Replay stored episodic sequences for memory consolidation and predictive planning,organism.compute.read,Memory Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/hippocampal-replay-neuron,sovereign,critical,60,2,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-020,active
TOOL-288,SYNAPTIC-PLASTICITY-NEURON,Synaptic Plasticity,Neuron,Adjust synaptic weights using Hebbian and STDP learning rules for online adaptation,organism.compute.write,Memory Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/synaptic-plasticity-neuron,sovereign,critical,35,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-289,NEURAL-OSCILLATION-SYNC-NEURON,Neural Oscillation Sync,Neuron,Synchronize neural oscillation bands across distributed compute nodes for coherent processing,organism.compute.write,Transport Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/neural-oscillation-sync-neuron,sovereign,critical,30,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-290,SPARSE-CODING-ENGINE-NEURON,Sparse Coding Engine,Neuron,Encode information using sparse distributed representations for efficient neural storage,organism.compute.write,Memory Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/sparse-coding-engine-neuron,sovereign,standard,45,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-020,active
TOOL-291,PREDICTIVE-CODING-NEURON,Predictive Coding,Neuron,Implement hierarchical predictive coding with prediction error minimization across layers,organism.compute.read,Geometry Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/predictive-coding-neuron,sovereign,standard,55,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
TOOL-292,ATTENTION-GATING-NEURON,Attention Gating,Neuron,Gate information flow through selective attention mechanisms with priority scheduling,organism.compute.write,Transport Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/attention-gating-neuron,sovereign,critical,20,1,Returns neural computation result with activation state and propagation metrics,Returns error if neural substrate is unreachable or computation exceeds resource bounds,@medina/organism-runtime-sdk / @medina/neuromorphic-sdk,AL-019 / AL-035,active
